date,home_team,away_team,game_id,url,stage
2020-12-13 19:15:00,Leicester,Brighton,1485286,https://www.whoscored.com/Matches/1485286/Live/England-Premier-League-2020-2021-Leicester-Brighton,
2020-12-13 12:00:00,Southampton,Sheffield United,1485292,https://www.whoscored.com/Matches/1485292/Live/England-Premier-League-2020-2021-Southampton-Sheffield-United,
2020-12-15 20:00:00,Manchester City,West Bromwich Albion,1485313,https://www.whoscored.com/Matches/1485313/Live/England-Premier-League-2020-2021-Manchester-City-West-Bromwich-Albion,
2020-12-15 18:00:00,Wolves,Chelsea,1485310,https://www.whoscored.com/Matches/1485310/Live/England-Premier-League-2020-2021-Wolves-Chelsea,
2020-12-16 18:00:00,Arsenal,Southampton,1485296,https://www.whoscored.com/Matches/1485296/Live/England-Premier-League-2020-2021-Arsenal-Southampton,
2020-12-16 20:00:00,Fulham,Brighton,1485300,https://www.whoscored.com/Matches/1485300/Live/England-Premier-League-2020-2021-Fulham-Brighton,
2020-12-16 18:00:00,Leeds,Newcastle,1485302,https://www.whoscored.com/Matches/1485302/Live/England-Premier-League-2020-2021-Leeds-Newcastle,
2020-12-16 18:00:00,Leicester,Everton,1485304,https://www.whoscored.com/Matches/1485304/Live/England-Premier-League-2020-2021-Leicester-Everton,
2020-12-16 20:00:00,Liverpool,Tottenham,1485312,https://www.whoscored.com/Matches/1485312/Live/England-Premier-League-2020-2021-Liverpool-Tottenham,
2020-12-16 20:00:00,West Ham,Crystal Palace,1485308,https://www.whoscored.com/Matches/1485308/Live/England-Premier-League-2020-2021-West-Ham-Crystal-Palace,
2020-12-17 18:00:00,Aston Villa,Burnley,1485298,https://www.whoscored.com/Matches/1485298/Live/England-Premier-League-2020-2021-Aston-Villa-Burnley,
2020-12-17 20:00:00,Sheffield United,Manchester United,1485306,https://www.whoscored.com/Matches/1485306/Live/England-Premier-League-2020-2021-Sheffield-United-Manchester-United,
2020-12-19 12:30:00,Crystal Palace,Liverpool,1485317,https://www.whoscored.com/Matches/1485317/Live/England-Premier-League-2020-2021-Crystal-Palace-Liverpool,
2020-12-19 17:30:00,Everton,Arsenal,1485318,https://www.whoscored.com/Matches/1485318/Live/England-Premier-League-2020-2021-Everton-Arsenal,
2020-12-19 20:00:00,Newcastle,Fulham,1485320,https://www.whoscored.com/Matches/1485320/Live/England-Premier-League-2020-2021-Newcastle-Fulham,
2020-12-19 15:00:00,Southampton,Manchester City,1485451,https://www.whoscored.com/Matches/1485451/Live/England-Premier-League-2020-2021-Southampton-Manchester-City,
2020-12-20 12:00:00,Brighton,Sheffield United,1485314,https://www.whoscored.com/Matches/1485314/Live/England-Premier-League-2020-2021-Brighton-Sheffield-United,
